#San Francisco State University,,,,,,,,,,
#Synthetic test database for non-constant features having a unimodal distribution,,,,,,,,,,
#Sabiha Hussain Barlaskar,,,,,,,,,,
#11/07/2018,,,,,,,,,,
,,,,,,,,,,
"#The data set in synthetic test database consists of 1000 samples (feature vectors, each with 10 features fi, and class assignment (1 is positive class, 0 is negative).",,,,,,,,,,
5,20,8.22025637,4.678998184,6.606889399,4.317595478,3.022924041,3.48319358,3.003794823,4.432900595,0
10,18,5.705883885,11.17722661,6.474137282,2.722858045,8.680916396,9.237948804,4.214044757,4.413500593,0
9,9,8.764130589,15.95394998,7.18369391,4.910019058,3.584020387,5.122240224,8.324257787,7.954001068,0
7,6,8.747804412,9.535808837,7.993530625,4.556624887,8.532560805,8.371471792,4.902943398,3.569600479,0
10,9,10.26802873,0.940529129,7.862741877,5.130293661,6.890866999,11.51618023,3.62136143,3.909100525,0
7,18,5.070558351,2.103347553,6.586624705,4.731251476,3.98474281,6.655546991,3.223719618,4.529900608,0
10,6,9.875482214,5.797900716,7.887552601,2.899241451,4.90266201,6.18795314,5.459989527,6.78030091,0
3,16,7.726967982,3.217614584,8.210903268,5.238114627,7.412383394,2.039726964,6.502571916,7.67270103,0
9,18,6.629558075,15.13800242,4.491350573,5.341702525,4.378657561,12.09987378,5.101862827,7.032500944,0
7,9,12.76721722,15.96748051,3.227742434,3.634189401,5.099312539,7.683418778,4.777161457,6.421400862,0
3,18,11.50389027,11.03635216,11.23082522,3.412739534,10.37940186,9.455550335,4.553820334,5.315600714,0
10,14,9.454051376,4.878571489,8.466900029,2.20243062,7.210142059,4.681369374,3.716872294,4.432900595,0
4,20,9.316612406,15.64418449,6.393449714,3.474369472,5.527473481,3.027440385,3.434157516,4.820900647,0
6,20,5.58402926,0.678640054,4.743267624,2.962703705,5.423879361,6.499785457,3.893404063,2.560800344,0
7,11,9.849471018,15.61926702,10.04474244,4.247621965,5.322017349,14.92132053,4.864252933,2.822700379,0
8,2,8.167303744,6.315451914,7.124632768,3.901401319,4.959730808,11.20787198,7.715334219,7.701801034,0
8,6,11.32764057,3.61209878,4.431696716,3.891847572,5.577993398,12.35529605,3.070883417,8.933701199,0
10,9,9.100097749,10.64995229,7.211872941,4.296630246,7.050704517,6.415067161,6.940130326,7.633901025,0
8,2,7.143800254,13.05719667,7.3555253,4.238248588,1.921636059,6.213953229,3.803980519,7.245900973,0
5,15,13.51130936,18.21488323,4.493659844,5.329330734,8.979988249,10.07936063,8.34188525,6.974300936,0
9,17,10.49690136,14.39489043,7.845661238,4.753375394,5.978463592,9.162678211,5.01401173,2.696600362,0
6,20,5.618141726,-2.079159751,6.42495409,3.121499045,8.829763114,5.234167435,4.469707739,0.863300116,0
4,15,6.173037438,8.651350493,13.32755842,5.421590847,7.440547387,5.806987778,1.777504159,7.536901012,0
10,11,11.37348692,7.884825775,4.321715712,4.190946109,7.284129546,6.110351227,4.433767578,6.392300858,0
8,4,8.154256933,4.188043563,8.969763263,3.255404231,6.388441426,8.639283805,3.942886871,5.024600675,0
9,1,8.887468876,5.156912294,6.953125163,2.704016845,5.670755047,9.439445391,1.743718231,6.130400823,0
5,17,4.316987259,11.67967939,9.802625366,5.030384922,-0.471274892,8.440324985,3.17491712,7.924901064,0
8,7,7.242116454,7.89204891,11.33232202,3.794208179,4.043418874,11.52473743,7.653813721,1.988500267,0
2,15,4.581862252,17.18551326,4.864330636,7.296700769,5.983054797,7.339828711,7.46520091,6.644500892,0
10,18,5.567396931,3.095289266,10.15654255,5.689735426,7.371560657,6.587406167,5.763526908,6.605700887,0
8,7,7.068215886,10.00829958,7.208438585,3.831734369,5.973921214,9.544848476,3.79586163,5.014900673,0
10,1,6.631553955,15.26233633,6.467396209,6.472417203,7.636304537,8.777688401,7.831287875,4.4717006,0
9,1,6.617523923,9.206727812,10.92805162,5.791272888,8.729658393,5.930553967,7.283182819,7.090700952,0
10,17,11.11061958,17.4752941,3.595832809,3.854973691,4.887261979,11.85380858,3.390300441,6.237100837,0
5,19,9.836353556,7.620072889,6.382500806,2.865122913,7.729318415,1.826242524,1.718531989,9.98130134,0
8,14,5.635015444,12.09732131,6.172701817,3.710585729,2.607184215,4.862822518,5.669020991,6.101300819,0
9,9,5.555992747,20.80148367,7.606359984,2.81737661,4.895458648,13.15835098,1.974014671,5.296200711,0
9,10,5.746978985,-8.581849839,8.995824223,4.696761771,4.732465,8.485202085,7.923262212,3.230100434,0
4,16,6.580526558,12.65590364,7.939910412,3.556988185,7.083520392,7.245938952,4.525059142,4.006100538,0
7,19,5.950411505,12.67410967,5.685410008,3.736996103,3.52113019,7.726915539,5.231140407,7.265300975,0
8,11,9.382823794,4.753183065,8.572395591,3.479255961,5.701834262,10.20854628,1.748199605,7.536901012,0
9,7,7.841327756,6.959386046,7.964070321,4.419880807,5.577697634,7.332909697,3.404391376,3.492000469,0
3,20,11.80578618,5.653236245,8.098720515,5.085370613,6.459283364,5.768453517,4.806466011,6.421400862,0
2,16,7.912508237,14.80295302,6.195260884,4.830165322,6.144480961,8.851376901,3.440629572,4.568700613,0
7,2,10.39727223,17.41006761,7.464660314,2.345280675,4.782892555,4.691723733,5.14823227,5.664800761,0
8,15,9.8591266,2.646941009,6.618724528,4.615027074,6.699337311,8.64473022,6.380773804,2.492900335,0
9,19,5.603387525,2.930602555,9.449369434,5.930040549,6.287129947,7.706186813,7.744922522,3.181600427,0
1,16,8.448716865,12.39373315,8.067241715,3.882003047,4.96787135,8.130095923,7.634236464,3.307700444,0
7,16,7.761368938,12.71541153,6.956602722,3.292001391,7.092763478,10.77082975,2.316163205,3.792700509,0
7,11,9.161169307,13.79718722,9.099440335,3.306107889,5.242695304,13.44699336,5.086911283,2.783900374,0
8,1,8.561545876,9.67692353,7.188311451,2.411738823,8.389831516,9.097033141,2.770704728,5.024600675,0
4,17,9.383600951,14.2514893,4.809803602,4.748175548,5.126657161,11.616195,4.74110356,6.47960087,0
7,1,5.699725508,11.63529966,7.326415115,3.284740683,4.253520327,9.532259748,4.312570463,4.995500671,0
7,5,8.239385021,13.76101037,3.541654894,4.808881668,2.741774233,6.270635667,2.425260067,6.275900843,0
7,20,9.866927604,13.18314036,10.34670755,5.584757777,5.35868335,7.310051019,5.6483378,8.34200112,0
4,17,8.047121183,7.476192942,4.776859034,4.339482006,3.953874031,6.018218999,5.335998757,5.14100069,0
7,17,5.432330644,10.31648837,5.639185415,3.960782761,6.756365589,7.92952323,6.031669952,5.936400797,0
10,2,7.558595824,9.074521242,8.125596671,3.764516668,6.368497007,11.42368536,4.287768959,3.385300454,0
3,20,7.54353547,10.58089555,9.879193995,4.397863664,6.014303927,11.90361717,3.895411494,7.313800982,0
8,4,5.876787691,0.905827066,8.219429434,4.691700914,4.373022954,9.362068776,6.83834938,5.480500736,0
5,16,6.609581618,11.2574246,7.360483525,5.119675526,6.969424055,7.991706638,3.754899197,5.73270077,0
7,13,7.970147353,13.06720601,6.754249262,4.561616249,6.654970793,6.005957601,3.910043327,7.97340107,0
9,16,9.776306432,7.119434638,7.534686261,4.919495726,7.924670298,6.110457182,1.93275174,4.122500553,0
7,13,5.014968102,9.552312719,10.41903233,5.975792645,5.001295894,7.645423373,3.307774578,3.889700522,0
8,19,5.080072632,5.877539661,9.57527793,3.584696705,5.135965949,6.170623287,7.896407463,7.614501022,0
1,17,9.963289137,12.52337303,8.237415651,5.112760242,2.96438414,11.84253778,3.766054603,5.005200672,0
9,1,5.19934851,18.17188445,8.104747211,4.944595478,6.072797751,9.985404154,4.278279598,8.293501113,0
9,14,6.128816049,10.06125648,6.197877557,4.024604496,3.475604735,10.55177763,3.641561359,3.356200451,0
8,2,7.300297224,15.91255837,10.41563671,3.429259581,9.468357509,8.574792237,6.863694245,5.781200776,0
3,20,10.72636862,5.592116681,4.08464427,4.340049504,6.702987316,8.645672966,7.810484484,5.9558008,0
3,17,7.480367945,10.86601042,7.846929101,4.269234614,3.190162767,9.202268252,6.870207189,4.209800565,0
9,17,7.419631978,10.30597833,7.53784574,4.179688932,2.187182435,9.422017816,6.323328267,6.663900895,0
10,6,9.536600716,0.723651708,10.55147009,3.651611153,8.183510467,6.607000627,6.358823591,6.217700835,0
9,7,6.015103906,11.39369831,7.471918618,5.352527563,6.209450664,10.12536999,-0.919276856,4.316500579,0
8,4,6.14741482,17.15862218,11.04921891,3.341868417,6.981697157,4.994646818,5.732755821,5.257400706,0
10,17,6.610505963,11.99867871,5.593144317,6.106315131,6.563007884,2.221497205,6.030686681,2.900300389,0
3,18,8.368881686,16.37082737,7.1518203,5.408602125,4.752892979,10.43585929,4.714974935,5.975200802,0
1,19,6.511153555,-0.24973753,7.490886898,5.537854579,4.553239625,10.19837482,4.358115257,4.743300637,0
7,16,11.66108197,12.38313858,7.838180454,4.400095262,5.464250487,10.11130636,7.621975124,4.956700665,0
9,6,8.582611531,12.06256782,8.964724091,3.963914483,4.336139216,3.05269871,5.37589368,8.739701173,0
8,1,10.79362211,17.95865108,5.465958523,4.378454967,3.869621956,8.384407856,4.240356145,1.33860018,0
9,15,6.157670932,17.76768783,11.01611791,2.880666546,4.903238463,7.275416399,2.716014422,6.043100811,0
10,3,7.782876158,9.170098115,6.902251992,5.468317306,6.336657828,9.789786883,4.860170582,7.081000951,0
10,1,10.44758135,17.23629515,8.570821814,4.127263364,8.252180271,6.039770358,6.019168213,6.072200815,0
9,15,6.074874315,8.975586976,8.453950252,2.480628209,8.061532377,7.111303725,5.026311494,4.442600596,0
4,18,6.911795454,11.43406945,8.996270428,4.79679228,3.746473344,4.718722278,1.140764245,5.616300754,0
10,2,6.558872149,5.028172658,8.600390127,4.713836517,7.512916288,4.902522439,3.692892974,6.421400862,0
5,19,5.555610056,15.48322329,4.970420643,4.934509142,7.409293971,11.98830368,4.443216052,2.803300376,0
1,17,9.315611522,9.839079995,8.079052754,4.348444095,5.503954809,11.3145196,4.944547716,5.315600714,0
10,11,11.20182951,11.29820574,3.013425478,4.756576142,6.868367819,12.1213592,6.383204396,5.179800695,0
9,10,3.290905022,3.901397247,6.900698572,5.080496131,8.523577247,7.233061753,5.061023057,3.792700509,0
7,3,6.082522242,5.33668622,7.527388729,5.476720741,4.201868134,9.684520378,4.98311798,5.305900712,0
9,14,5.155974928,7.426927723,5.930888927,3.824404166,3.853328547,8.130625775,7.734288802,5.616300754,0
7,11,6.185613245,2.526023558,8.675538679,5.052738967,4.293955146,11.58077583,6.704890925,5.73270077,0
8,15,7.824813178,10.4898618,8.303926053,6.408123529,4.124331309,12.05654777,7.117705467,9.176201232,0
2,18,6.404818512,9.961908425,10.11151977,5.208443966,10.68266494,5.148700298,7.114067953,8.351701121,0
4,18,7.594456891,13.48854484,8.623554319,4.732227889,2.821726848,9.174190767,7.248675694,1.144600154,0
6,20,7.486061206,4.820589804,8.625234376,6.113213517,4.712045326,7.558623756,5.569831725,6.072200815,0
6,16,5.80601345,8.936630837,5.928664576,3.603837995,6.123139978,3.735067853,2.824248212,6.246800839,0
6,18,8.878272523,9.103878054,7.823880624,4.556034019,6.71976201,12.76925192,3.312354476,9.069501218,0
8,18,9.240580583,9.09642682,6.017362325,4.216067182,2.546352362,12.44435635,7.314518942,4.112800552,0
3,20,10.23299781,9.176302663,8.574760232,4.863732792,4.203261683,10.61174198,4.812476481,4.84030065,0
9,9,9.160374488,8.012228753,7.126478693,6.727981976,3.650239644,8.710206545,7.272931373,8.778501179,0
4,20,7.82677962,14.57435793,7.309873308,6.182961646,2.807556746,4.406854643,9.379022205,5.121600688,0
7,9,7.869882374,8.567952,6.741542324,4.475331643,7.247903569,5.0741016,1.680949923,3.598700483,0
2,16,8.705154999,11.61637959,12.25019424,3.843879195,8.289290316,7.906011048,5.753499112,3.395000456,0
10,5,9.18267064,16.08580749,8.901034729,3.901026199,6.737339464,6.629043365,6.525947775,6.615400888,0
9,11,9.045414184,8.66600675,8.837527375,4.409176279,4.575906444,11.12789243,1.785663935,8.448701134,0
8,5,10.0126798,11.52539821,8.975746998,3.718566191,4.601563763,6.617917003,4.644145375,6.305000846,0
10,11,6.926973558,10.48010769,6.69885588,3.832980709,5.225868503,7.564974829,6.09550577,4.151600557,0
10,2,7.363394099,8.99572421,3.98008508,5.672892857,5.26461803,9.723101346,5.659334582,3.462900465,0
2,20,6.857365053,3.688942939,8.595794188,5.369421939,5.694643491,5.847895756,3.86538328,7.488401005,0
7,7,5.968786549,8.355277232,10.94927156,4.160728012,5.737783095,7.799312802,6.523053133,7.313800982,0
9,20,10.84022795,4.867719076,11.40714454,5.661930878,7.291366129,9.208330469,6.135100194,5.858800787,0
8,10,7.235934526,20.54657988,9.92983798,4.271981112,7.473873747,11.2312452,5.469216814,3.375600453,0
8,13,6.634727344,8.211627273,4.075351573,4.766752503,8.167579055,6.463543658,3.591835689,4.09340055,0
10,17,6.837582884,11.53466586,4.93950252,3.976898783,3.839427549,4.949551498,2.590052182,7.760001042,0
7,18,9.461764067,6.232510563,9.53365225,4.291131247,-0.343978854,7.309217383,6.955870557,2.657800357,0
10,11,9.713721774,5.615823697,9.048249327,3.878039905,8.284911558,9.707639288,5.100497282,4.743300637,0
9,18,8.985473036,11.34435738,5.853374247,5.534599975,4.853210146,7.022399242,6.759299944,4.520200607,0
8,3,6.819355029,11.13088259,7.094021803,3.507818012,5.111617857,14.4240471,3.023110005,4.61720062,0
9,13,7.917624518,11.2517084,10.68294716,4.706158839,6.877063653,9.834507398,6.661394449,9.418701264,0
3,20,7.554115398,10.79414413,3.385589344,3.987572355,7.043286699,3.515758652,5.256547835,3.230100434,0
10,3,8.96159902,0.210421721,6.784923789,3.928773728,3.213960592,11.10643879,2.219887793,4.762700639,0
8,7,7.854686607,8.619866535,11.43285811,3.385922295,7.749708887,5.305441436,3.341459518,6.237100837,0
3,19,6.329840561,11.62661535,11.24557772,5.515923829,7.548035435,9.950161196,3.743724579,4.762700639,0
7,6,6.760685592,10.62718742,6.304257095,2.943991391,6.448699841,12.18571065,1.849139154,4.39410059,0
5,20,4.613113368,12.82675751,9.611545599,2.198811321,3.364188268,6.433941404,6.498314192,1.367700184,0
8,17,7.607656779,9.354234202,6.844858985,5.701325553,6.353128187,12.58669121,7.961390102,3.589000482,0
9,16,5.032713178,12.83523875,7.198626928,5.248256401,6.364968831,10.65372259,1.450230321,6.499000873,0
5,15,9.921870222,10.91371874,5.768087765,7.243485162,4.019160394,12.68807139,4.771554936,4.238900569,0
5,15,3.304458162,2.669397775,6.063554636,4.509796397,5.185673321,7.607419349,1.847771145,6.819100915,0
8,5,9.638696723,5.761838646,9.426993618,3.939886703,4.567728662,9.21718476,3.897221877,4.520200607,0
2,17,8.038019031,13.28038389,6.07608254,4.263262417,4.759568979,10.55796465,1.902180165,5.606600753,0
4,18,7.569405366,11.72679746,6.541461879,3.832022775,7.247698158,5.069995898,4.857117316,3.627800487,0
2,20,5.738718752,8.284932854,8.439554822,4.253840397,6.355244195,9.045933698,2.427551248,6.508700874,0
8,12,8.152208066,14.72609672,7.524855733,5.529874117,7.679533015,10.95388615,1.291992038,2.124300285,0
8,1,6.759790684,-1.556563771,7.360239685,5.274865625,6.368792032,6.340869199,4.898440348,5.179800695,0
9,12,5.55226004,9.679447594,9.129768474,4.944225571,8.230255535,5.423569443,5.865108342,5.926700796,0
7,9,4.647131633,11.32610348,5.859597847,5.840329813,6.648327274,8.776894008,3.557989661,2.30860031,0
10,3,4.907673389,7.53314964,6.918597138,5.133809347,5.946060551,7.12927608,7.473824736,4.17100056,0
8,15,6.82913425,10.62315002,8.901862091,3.76733187,6.741992351,11.70839432,1.957031558,4.02550054,0
9,11,10.18432543,12.28742766,4.094205382,3.025273419,7.735554391,10.50226105,5.163830626,2.948800396,0
7,3,5.853649619,13.59248199,5.569397847,5.164823487,3.457717656,13.51734347,3.187257772,8.351701121,0
10,17,5.743952785,7.611772615,5.616854046,3.276354936,7.707803231,8.284485735,3.778717429,4.306800578,0
5,17,7.837365435,14.46046788,7.221389605,2.187714776,5.908534658,7.757484854,3.077737748,7.934601065,0
10,8,9.655705855,11.40205598,6.87128396,3.727849222,7.700088113,7.168976001,4.752420053,5.189500697,0
8,1,6.888327679,5.439449787,6.490537556,5.189783928,5.988841704,8.722737564,5.599177166,4.753000638,0
10,4,8.496358921,6.619900438,4.673186307,3.396969406,6.868658824,8.935833041,3.92946196,2.502600336,0
5,17,8.413621179,8.644650471,9.490014294,5.903017197,11.47227517,11.10275029,6.02232493,3.87030052,0
9,5,8.791301633,14.35173404,3.140817612,5.074505454,5.186579025,5.577233574,4.543246714,8.128601091,0
8,5,7.133585355,4.49547664,10.4491422,4.318097112,2.407658985,8.90867868,6.059327674,3.453200464,0
6,19,8.986838948,5.654312438,4.53417309,4.201820904,4.750668739,9.127621308,3.697756623,7.081000951,0
8,8,7.314315481,4.423897507,10.55430503,4.057621688,7.606944102,6.311360358,4.408764099,6.663900895,0
9,12,8.111725271,11.51653795,9.954977222,4.838465467,8.980787729,10.95689059,4.573335028,8.332301119,0
10,18,7.034362472,9.477967386,10.62196361,4.514042263,5.285261735,8.9076763,7.226785581,5.247700705,0
8,13,8.343524007,9.723271841,10.4054655,4.582095016,5.916338384,3.670677547,6.580094719,6.906400927,0
6,16,4.733189953,9.51667637,5.271918184,4.809696981,7.209813548,7.6450054,5.245209667,7.536901012,0
10,20,3.451429076,6.031818226,9.475505879,4.295877956,4.909956995,7.634751916,7.840512698,5.781200776,0
9,20,3.390074916,18.84064871,6.997730043,4.82976446,4.479685601,12.76309276,2.695352906,5.267100707,0
2,20,5.551865574,11.2148394,8.738468215,3.381967206,5.292151453,7.455719965,4.8802311,4.074000547,0
7,13,10.61284488,9.301257294,6.398658241,6.028114922,6.750121042,9.651404678,8.055210783,7.663001029,0
9,15,6.465990158,1.864823129,7.668621078,3.830715784,6.809104987,6.987889044,6.85276249,1.610200216,0
9,10,8.916011719,10.48541534,5.474762054,3.650383293,6.928824345,11.69293188,7.011967296,2.60930035,0
8,6,9.832656175,10.56637429,12.39019498,5.520475788,5.496741132,9.644536295,4.784559149,4.112800552,0
7,14,2.344816929,8.030995723,8.052846528,3.540093018,4.651500458,1.065344419,4.966536353,4.985800669,0
8,15,8.303506329,5.920729146,7.37190919,5.232681022,7.665010492,9.347866176,5.58886562,6.062500814,0
9,19,7.434097689,12.8776368,10.56116728,3.898863306,10.31455954,2.762201073,3.917561218,6.421400862,0
4,15,9.825909042,10.72480168,5.309981626,2.618371604,7.232154132,10.84020102,7.57005926,4.520200607,0
10,1,8.759279247,9.767223958,6.681912315,4.649479352,8.215703811,14.10202409,5.727067525,5.713300767,0
7,8,11.03684858,10.9105242,8.734085078,6.075154738,5.194116927,7.465321944,4.794185458,6.372900856,0
9,13,6.269687461,11.02621234,7.344195235,4.431156464,4.417229133,2.66947228,6.57738284,4.02550054,0
10,5,9.06460171,7.69536371,3.191717603,3.338730691,6.508245373,7.371529137,3.206152256,5.88790079,0
8,19,8.055658131,13.69870486,8.152175104,2.637975988,6.29007966,9.189145748,3.214915493,5.868500788,0
8,4,8.666579771,6.79638316,8.716372494,5.354050623,4.817136204,7.890790756,6.128207439,3.462900465,0
2,20,7.616123076,7.485731317,4.768769394,3.311083612,4.447026312,6.674817661,6.78356055,2.725700366,0
4,19,11.46423762,12.20515562,12.12748172,4.012722333,7.971612207,11.13548372,0.148147925,5.499900738,0
10,14,12.56721715,9.896169071,7.343740839,5.712279477,8.811396494,6.743795275,8.547118112,6.03340081,0
9,8,9.208075419,16.57059924,8.475475861,4.544523023,6.404386433,10.22261623,4.801381175,5.946100798,0
8,11,7.587285855,0.148598588,9.022662636,5.373148482,1.428346079,8.710896908,5.91453105,8.012201076,0
6,20,4.313219227,3.192808755,7.444174627,4.376206471,6.056422295,8.030766827,4.858925236,5.548400745,0
5,20,8.096305777,5.662590819,6.922989468,4.243541944,7.322793479,12.85283872,5.190259749,5.344700718,0
4,18,7.106278897,14.80725161,4.359516443,2.286576025,4.712208946,7.761203978,3.578768913,8.555401149,0
9,10,10.29570022,5.69646479,9.676025339,4.810688242,6.33861725,11.30049951,9.064771792,5.655100759,0
4,19,9.030506907,1.203854145,5.007042406,5.017294168,6.622752267,5.400423063,7.334637096,6.198300832,0
4,17,6.541445,10.51539739,8.382471704,5.196816091,6.537753823,4.541286962,7.418208794,7.245900973,0
3,17,7.824754302,14.39115162,5.910321049,4.263652385,6.926024657,11.41579382,6.491558386,6.140100824,0
10,4,4.699884082,10.78565743,5.707762978,5.572458323,5.101299151,9.518439033,3.3740602,6.489300871,0
10,13,4.063434025,3.458874732,7.17395252,3.572480012,2.502144439,4.610480027,4.642657167,7.97340107,0
10,12,7.279284558,10.65192444,9.510644247,4.090861422,5.345940283,4.690499209,7.668926352,5.674500762,0
8,2,9.392867955,5.659619358,8.388894939,4.730760267,0.916769308,5.77250074,4.061713494,4.112800552,0
6,17,8.67124271,17.10112571,2.673602027,3.785577458,6.909992312,3.672031187,3.190174089,4.636600622,0
6,19,5.391206106,11.27971757,6.903564303,5.181464835,6.793152413,6.444926492,7.677889101,8.487501139,0
10,15,9.974710984,5.950397846,7.841532862,3.232959371,6.771498791,7.467926423,2.958831814,6.770600909,0
9,8,8.029870662,3.649232751,2.409696146,3.014216672,3.085071889,11.94973803,3.403424853,6.867600922,0
5,18,8.320368273,14.61866434,7.87036644,4.968303107,7.107809817,14.35902098,6.105653765,8.11890109,0
10,12,8.696888879,13.95725247,3.380323718,2.951951793,5.794680234,3.306394072,5.576041707,7.323500983,0
10,1,8.993415341,4.550039762,8.11332453,7.159478278,8.101382438,9.762851127,7.875505548,5.325300715,0
9,17,3.762904028,6.490761994,10.02753789,5.524569867,10.45163232,3.087759922,3.193972691,4.898500658,0
7,1,5.78950476,16.96400557,9.253713844,4.77650305,8.661890272,5.410107452,2.208388537,9.632101293,0
10,13,6.335698673,7.889907943,5.640010047,5.007483762,2.862079355,9.776636909,5.58657444,5.829700783,0
8,10,8.431560544,5.799181658,6.099345306,3.53734652,2.193911813,7.278524415,1.749750377,1.532600206,0
4,17,8.021816493,18.71427217,8.369557182,2.83673476,5.972534965,7.092555059,3.20438276,7.362300988,0
7,10,5.018730247,7.580016991,7.279762188,3.190599288,3.033808618,7.455875782,5.453599246,4.39410059,0
8,14,4.752477567,11.50664978,6.226545754,3.57047696,6.453263115,6.279836524,2.139410248,5.849100785,0
8,16,3.79306006,7.648606117,7.896140843,4.049440004,8.431853976,4.678386934,3.630466053,4.462000599,0
10,7,8.1620756,13.42266336,7.944848279,5.597403447,8.178377035,9.242029806,8.353040655,6.246800839,0
8,9,6.694856894,13.50670898,7.432549327,5.006565158,7.036207175,10.45339913,5.316080114,5.88790079,0
7,11,5.143711161,12.54953792,6.693952539,4.277529546,8.366977905,7.578014924,5.940839974,9.651501296,0
3,19,10.26945941,5.435935721,6.070472013,6.375618075,4.777461083,3.329945497,6.887711989,7.187700965,0
6,16,5.846072342,8.346439807,7.863507164,4.626322792,8.516723026,9.846192622,5.096357294,3.909100525,0
2,19,7.941987201,12.68150687,7.053741717,7.020280059,7.043546966,11.63604261,6.026604329,7.158600961,0
9,15,9.21196709,10.52317527,5.019026017,4.652213053,6.570305884,9.921018928,2.344883509,6.421400862,0
8,14,7.713679782,19.31820758,9.061464302,3.603393702,9.721294232,6.579896897,6.949857623,8.953101202,0
9,19,9.330259747,23.16156546,6.147234816,4.726799497,8.923157078,5.0662136,8.4466835,4.4717006,0
7,1,5.389015937,5.420516832,8.062880423,1.868941246,2.106204298,8.883856409,-0.373727519,7.682401031,0
9,20,8.215705294,4.259850794,5.63601377,3.587884655,5.998713351,8.700242689,3.534693115,5.441700731,0
7,9,4.693125174,16.04968279,6.622780148,2.459957855,4.405782437,6.72064928,4.682352578,8.739701173,0
8,20,10.76377223,10.31347146,8.424020898,5.035522068,5.170042964,6.490135617,5.936440375,5.606600753,0
10,18,8.462658584,10.03663686,6.214994452,4.094673098,5.115132437,10.71194003,7.061349117,6.014000807,0
8,3,8.325696505,15.21903112,9.531497681,4.514101332,4.06106404,6.735581486,4.302701291,5.936400797,0
3,15,9.611725856,10.45015351,7.617489413,3.651179805,8.711353721,6.374464122,2.999433648,3.783000508,0
1,15,8.003058758,17.47095456,8.949055337,5.086216091,5.674884593,5.26124608,4.417385462,8.904601195,0
7,9,5.540997156,11.57529274,11.08597253,4.437416598,5.533566467,19.28063389,2.440235749,2.793600375,0
2,16,7.326485047,10.91469041,8.620629001,3.054624718,5.440628873,8.770054709,9.718215997,3.938200529,0
5,20,6.088533431,8.808888113,8.336921016,4.638923128,5.462096235,4.691618548,0.800202444,9.224701238,0
10,18,3.495562152,8.993737297,7.679878388,5.229770261,4.717795732,5.40905875,6.260800359,5.645400758,0
10,14,7.773567942,6.663464221,4.326427366,5.185834843,11.08439828,13.27329441,2.530661778,2.842100382,0
7,20,2.135985525,7.622636958,5.177368556,3.847055461,7.459911067,8.599006555,6.633840178,6.246800839,0
3,17,10.12736338,11.0991477,11.97755461,4.878872722,5.452661067,9.110162339,6.81708194,10.34990139,0
5,16,6.815616435,20.25615904,11.22940763,5.953636512,8.070654374,11.05462898,6.189487538,7.663001029,0
1,18,7.390035263,11.20745581,9.326542202,4.430329788,9.440283129,11.83322351,7.514464994,4.578400615,0
7,2,8.248428298,3.541304171,6.46109588,4.535306647,9.513524513,10.31564919,5.274595996,4.898500658,0
8,17,4.590899641,5.362074443,11.52549155,4.844473832,6.963460937,9.593545577,4.408059651,8.536001146,0
1,15,6.534232751,10.45552473,5.450199387,1.709126061,7.357167528,10.61367179,4.134069686,5.50960074,0
9,19,10.0380728,14.29017567,10.60900737,5.181606666,7.437781185,6.198137142,4.95628737,1.959400263,0
8,7,7.023382191,8.003256331,7.317658277,5.620977767,6.022805935,11.89821353,4.351340239,7.81820105,0
7,3,8.220503647,5.037168646,5.678621999,5.369262098,5.085419846,3.401567604,5.006231764,5.752100772,0
9,8,9.017348232,11.17042229,6.107733912,3.51719628,4.871922626,3.366811331,4.776377697,6.217700835,0
8,19,7.606485156,10.59942468,4.676122061,4.062175229,4.963745825,7.499859227,6.957555813,8.536001146,0
10,19,9.814875773,5.190996035,9.830354217,5.233684759,7.733458275,8.432001315,5.464451689,6.489300871,0
7,4,7.194233009,15.54345214,4.821783239,3.62294628,7.287487807,6.324393374,9.01098791,2.919700392,0
10,5,6.7263494,12.06221352,6.093113514,3.419068051,5.231699212,9.307820459,2.956100722,2.192200294,0
5,16,9.257460189,12.3104754,10.01630989,5.075068529,5.033716285,10.36545309,8.836283271,8.409901129,0
5,15,6.134562298,8.123040201,8.263889048,3.26302363,5.66988685,3.856700688,5.936942849,5.616300754,0
10,2,7.289664309,14.63294201,6.094497092,4.680139692,10.69986405,3.952653686,4.669711427,6.421400862,0
10,13,7.027332737,7.394114017,8.79509818,5.376443208,5.201483644,13.77630904,6.553603032,8.846401188,0
10,18,6.979255003,11.90513545,6.696764386,6.11343638,8.467491913,8.940841091,8.861185762,9.079201219,0
8,6,4.577523127,1.417327041,9.852523936,2.27437292,7.273839776,15.80278746,2.716918381,7.00340094,0
6,17,9.927734222,-0.170809065,8.863019709,3.288678873,4.563797967,12.35551427,6.682178627,6.237100837,0
8,9,6.390199725,13.08133391,3.002119988,4.974507159,3.707479895,6.450195085,1.782651557,3.676300494,0
10,1,5.59695832,5.287590038,3.679681586,4.280333532,7.264829292,8.684219385,5.794019171,3.045800409,0
7,5,7.548899029,15.58278185,4.385900702,5.842703563,9.030835937,4.363291554,5.82103008,7.527201011,0
2,18,6.901250851,9.002740195,7.67036321,3.999848908,8.142839025,9.150834401,3.538010919,2.677200359,0
2,18,9.184018889,12.94495473,8.094443901,5.276603173,5.196489182,9.112069762,4.17901102,6.188600831,0
